time,total_nodes,cloud_nodes,proxy_nodes,fog_nodes,end_nodes,other_nodes
66150,72,1,1,10,0,60
66200,70,1,1,8,0,60
66250,70,1,1,8,0,60
66300,70,1,1,8,0,60
66350,70,1,1,8,0,60
66400,72,1,1,10,0,60
66450,72,1,1,10,0,60
66500,70,1,1,8,0,60
66550,70,1,1,8,0,60
66600,70,1,1,8,0,60
66650,70,1,1,8,0,60
66700,72,1,1,10,0,60
66750,72,1,1,10,0,60
66800,70,1,1,8,0,60
66850,70,1,1,8,0,60
66900,70,1,1,8,0,60
66950,70,1,1,8,0,60
67000,72,1,1,10,0,60
67050,72,1,1,10,0,60
67100,70,1,1,8,0,60
67150,70,1,1,8,0,60
67200,70,1,1,8,0,60
67250,70,1,1,8,0,60
67300,72,1,1,10,0,60
67350,72,1,1,10,0,60
67400,70,1,1,8,0,60
67450,70,1,1,8,0,60
67500,70,1,1,8,0,60
67550,70,1,1,8,0,60
67600,72,1,1,10,0,60
67650,72,1,1,10,0,60
67700,70,1,1,8,0,60
67750,70,1,1,8,0,60
67800,70,1,1,8,0,60
67850,70,1,1,8,0,60
67900,72,1,1,10,0,60
67950,72,1,1,10,0,60
68000,70,1,1,8,0,60
68050,70,1,1,8,0,60
68100,70,1,1,8,0,60
68150,70,1,1,8,0,60
68200,72,1,1,10,0,60
68250,72,1,1,10,0,60
68300,70,1,1,8,0,60
68350,70,1,1,8,0,60
68400,70,1,1,8,0,60
68450,70,1,1,8,0,60
68500,72,1,1,10,0,60
68550,72,1,1,10,0,60
68600,70,1,1,8,0,60
68650,70,1,1,8,0,60
68700,70,1,1,8,0,60
68750,70,1,1,8,0,60
68800,72,1,1,10,0,60
68850,72,1,1,10,0,60
68900,70,1,1,8,0,60
68950,70,1,1,8,0,60
69000,70,1,1,8,0,60
69050,70,1,1,8,0,60
69100,72,1,1,10,0,60
69150,72,1,1,10,0,60
69200,70,1,1,8,0,60
69250,70,1,1,8,0,60
69300,70,1,1,8,0,60
69350,70,1,1,8,0,60
69400,72,1,1,10,0,60
69450,72,1,1,10,0,60
69500,70,1,1,8,0,60
69550,70,1,1,8,0,60
69600,70,1,1,8,0,60
69650,70,1,1,8,0,60
69700,72,1,1,10,0,60
69750,72,1,1,10,0,60
69800,70,1,1,8,0,60
69850,70,1,1,8,0,60
69900,70,1,1,8,0,60
69950,70,1,1,8,0,60
70000,72,1,1,10,0,60
70050,72,1,1,10,0,60
70100,70,1,1,8,0,60
70150,70,1,1,8,0,60
70200,70,1,1,8,0,60
70250,70,1,1,8,0,60
70300,72,1,1,10,0,60
70350,72,1,1,10,0,60
70400,70,1,1,8,0,60
70450,70,1,1,8,0,60
70500,70,1,1,8,0,60
70550,70,1,1,8,0,60
70600,72,1,1,10,0,60
70650,72,1,1,10,0,60
70700,70,1,1,8,0,60
70750,70,1,1,8,0,60
70800,70,1,1,8,0,60
70850,70,1,1,8,0,60
70900,72,1,1,10,0,60
70950,72,1,1,10,0,60
71000,70,1,1,8,0,60
71050,70,1,1,8,0,60
71100,70,1,1,8,0,60
71150,70,1,1,8,0,60
71200,72,1,1,10,0,60
71250,72,1,1,10,0,60
71300,70,1,1,8,0,60
71350,70,1,1,8,0,60
71400,70,1,1,8,0,60
71450,70,1,1,8,0,60
71500,72,1,1,10,0,60
71550,72,1,1,10,0,60
71600,70,1,1,8,0,60
71650,70,1,1,8,0,60
71700,70,1,1,8,0,60
71750,70,1,1,8,0,60
71800,72,1,1,10,0,60
